county,license_number,operation_type,establishment_type,entity_name,DBA_name,street_number,street_name,city,state,zip_code,square_footage
Albany,720644,Store,JAC,SPEEDWAY LLC,SPEEDWAY #07708,601,SARATOGA ST,COHOES,NY,12047,2500
Albany,734310,Store,A,GREEN ISLAND MART INC,GREEN ISLAND MART,165,PAINE STREET,GREEN ISLAND,NY,12183,1800
Albany,720557,Store,JAC,"SAEED SADIQ, SAIKA NOREEN        ",19 STREET QUICK STOP,315,19TH STREET,WATERVLIET,NY,12189,1200
Albany,724747,Store,JAC,SUNOCO RETAIL LLC,SUNOCO #2706,1465,WASHINGTON AVE,ALBANY,NY,12203,3000
Albany,730927,Store,JAC,NAPREDAK LLC,KNOX STORE,2160,BERNE ALTAMONT RD,KNOX,NY,12107,700
Albany,720578,Store,A,ADIRONDACK S AND S LLC,NEWSSTAND,1,CROSSGATES MALL RD D 105,ALBANY,NY,12203,600
Albany,724678,Store,JAC,SAUCY BOY LLC,SAUCY BOY,113,EVERETT RD,ALBANY,NY,12205,0
Albany,734352,Store,JAC,N & M MART CORP,N & M MART,1348,CENTRAL AVENUE,ALBANY,NY,12205,0
Albany,731013,Store,JAC,LITHIA ARMORY GARAGE LLC,ARMORY MINI MART,926,CENTRAL AVENUE,ALBANY,NY,12205,0
Albany,724469,Store,JAC,SC OF UPSTATE NY INC,SMOKERS CHOICE,215,WESTERN AVE,ALBANY,NY,12203,2000
Albany,724461,Store,JAC,EL PILON MARKET INC,EL PILON MARKET,179,S PEARL STREET,ALBANY,NY,12202,1500
Albany,726475,Store,JAC,YEMLIHA KAYA,GULKAYA,4449,WESTERN TPKE,ALTAMONT,NY,12009,800
Albany,732394,Store,A,WALGREEN EASTERN CO INC,RITE AID #04805,2463,US ROUTE 9W,RAVENA,NY,12143,10000
Albany,725030,Store,A,MANI PETROLINE INC,MANI PETROLINE,213,MAIN STREET,RAVENA,NY,12143,0
Albany,720646,Store,JAC,SPEEDWAY LLC,SPEEDWAY #07710,1358,NEW SCOTLAND RD,SLINGERLANDS,NY,12159,2500
Albany,731050,Store,JAC,SHREE DAKSAH INC,PINE HILLS MARKET,504,HUDSON AVE,ALBANY,NY,12206,1200
Albany,732390,Store,A,WALGREEN EASTERN CO INC,RITE AID #10684,933,LOUDON ROAD,LATHAM,NY,12110,8000
Albany,724262,Store,JAC,TRI-CITY MART INC,TRI-CITY MART,125,MAIN ST,COHOES,NY,12047,1600
Albany,732386,Store,A,WALGREEN EASTERN CO INC,RITE AID #10690,1901,2ND AVENUE,WATERVLIET,NY,12189,10500
Albany,724230,Store,JAC,VIOSTRA HOLDINGS INC,ROUTE 20 CAFE,1823,WESTERN AVE,ALBANY,NY,12203,1200
Albany,732385,Store,A,WALGREEN EASTERN CO INC,RITE AID #10692,911,CENTRAL AVENUE,ALBANY,NY,12206,10000
Albany,732384,Store,A,WALGREEN EASTERN CO INC,RITE AID #10695,463,ALBANY SHAKER ROAD,ALBANY,NY,12211,10000
Albany,732382,Store,A,WALGREEN EASTERN CO INC,RITE AID #10699,1215,TROY SCHENECTADY ROAD,LATHAM,NY,12110,12000
Albany,732943,Store,JAC,ZACHAREWICZ SOODKANONG,SHORT AND STOUT TEA COM,1,CROSSGATES MALL RD #C218,ALBANY,NY,12203,863
Albany,734447,Store,JAC,DEANNE SAPEL,ZOPALS CHEESECAKE,113,EVERETTE ROAD,ALBANY,NY,12211,0
Albany,734371,Store,JAC,BRITO RICHARD,SE7EN DOMINICAN BODEGA,32,CENTRAL AVE,ALBANY,NY,12210,1200
Albany,725598,Store,JAC,QUAIL STREET MARKET CORP,DEB'S MRKT & BEAUTY SUP,22,QUAIL ST,ALBANY,NY,12206,7000
Albany,726258,Store,A,JAMIG LLC,BEEF JERKY OUTLET,640,NEW LOUDON RD STE 102,LATHAM,NY,12110,950
Albany,732488,Store,JAC,42BC FOODS LLC,GENOA IMPORTING,435,LOUDON RD,ALBANY,NY,12211,1600
Albany,726213,Store,JAC,BA'S BEES LLC,BA'S BEES,326,WATERVLIET-SHAKER ROAD,WATERVLIET,NY,12189,182
Albany,726200,Store,JAC,SOUTH PEARL DELI & GROCERY INC,SOUTH PEARL DELI & GROC,267,S PEARL STREET,ALBANY,NY,12202,1200
Albany,733102,Store,A,WALGREEN EASTERN CO INC,RITE AID #03334,310,S PEARL ST,ALBANY,NY,12202,0
Albany,732612,Store,JAC,VIVUMITU LLC,MOBIL DELMAR,317,DELAWARE AVENUE,DELMAR,NY,12054,1500
Albany,726060,Store,A,MADDOX JAMES,OPENING CONVIENT STORE,114A,QUAIL STREET,ALBANY,NY,12206,800
Albany,725949,Store,JAC,NOHA MARKET LLC,DE LOS SANTOS MARKET,53,NORTH SWAN ST,ALBANY,NY,12210,1600
Albany,720494,Store,JAC,SPEEDWAY LLC,SPEEDWAY #12205,156,WOLF RD,ALBANY,NY,12205,1200
Albany,730645,Store,JAC,SAMMY'S TRADING CORP,SAMMY'S DELI,791,MADISON AVE,ALBANY,NY,12208,1900
Albany,725743,Store,JAC,SHORTY DELI INC,SHORTY DELI,515,S PEARL ST,ALBANY,NY,12202,1200
Albany,724922,Store,JAC,P S ALBANY FOOD MART,P S ALBANY FOOD,553,WASHINGTON AVE,ALBANY,NY,12206,2000
Albany,730691,Store,JAC,NOCTURNAL COOKIES LLC,NOCTURNAL COOKIES,113,EVERETT,ALBANY,NY,12205,0
Albany,724993,Store,A,MARRA'S PHARMACY INC,MARRA'S PHARMACY,217,REMSEN ST,COHOES,NY,12047,45000
Albany,725597,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE #1017,180,"DELAWARE AVE, DELAWARE PLAZA ",DELMAR,NY,12054,3000
Albany,725467,Store,A,DOLGENCORP OF NEW YORK INC,DOLLAR GENERAL 16872,1939,CENTRAL AVE,ALBANY,NY,12205,5500
Albany,725448,Store,JAC,PRESTIGE PETROLEUM CORP,PRESTIGE PETROLEUM,791,NEW SCOTLAND AVE,ALBANY,NY,12208,1200
Albany,730727,Store,JAC,RUNC SUPERMARKET INC,RUNC SUPERMARKET,462,TROY SCHENECTADY ROAD,LATHAM,NY,12110,2000
Albany,725390,Store,A,ALBANY DOLLAR INC,DOLLAR N THINGS,1,CROSSGATES MALL RD,ALBANY,NY,12203,3000
Albany,730735,Store,A,PERUNOVIC MIODRAG,MICKEYS CORNER,6,EMPIRE STATE PLAZA,ALBANY,NY,12228,0
Albany,734210,Store,A,M&M FOOD MART INC,M&M MART,591,BROADWAY,ALBANY,NY,12204,300
Albany,725271,Store,JAC,MORAN FOODS LLC,SAVE A LOT #8035,612,CENTRAL AVE,ALBANY,NY,12206,16500
Albany,720471,Store,JAC,CAPITAL AREA HOSPITALITY LLC,STEUBEN ST MARKET,58,N PEARL ST,ALBANY,NY,12207,0
Albany,721942,Store,JAC,D.B. CORNER MART LLC,CORNER MART,91,SOUTHERN BLVD,ALBANY,NY,12209,1200
Albany,723927,Store,JAC,ADVANCED FRESH CONCEPTS FRAN CORP,AFC SUSHI@ PRICE CHOPPE,2080,WESTERN AVE,GUILDERLAND,NY,12084,400
Albany,725731,Store,JAC,SANG CHO,JANG TUH ASIAN GROCERY,724,NEW LOUDON RD,LATHAM,NY,12110,3000
Albany,722623,Store,A,ALDI INC,ALDI #81,1885,CENTRAL AVENUE,ALBANY,NY,12205,1700
Albany,732254,Store,JAC,7 ELEVEN INC,SUNOCO #40196H,57,EXCHANGE ST AT EVERETT,ALBANY,NY,12205,1100
Albany,723246,Store,JAC,ALIBABA HALAL MEAT & GROCERIES LL,ALIBABA HALAL MEAT & GR,21,CENTRAL AVE,ALBANY,NY,12210,1500
Albany,723051,Store,JAC,BENTO NOUVEAU INC,BENTO SUSHI,5239,WESTERN TPK,ALTAMONT,NY,12009,400
Albany,723047,Store,JAC,BENTO NOUVEAU INC,BENTO SUSHI,180,DELAWARE AVE,DELMAR,NY,12054,400
Albany,723046,Store,JAC,BENTO NOUVEAU INC,BENTO SUSHI,96,WOLF RD,ALBANY,NY,12205,400
Albany,731463,Store,JAC,SHREE SANDERI INC,NOOR MART,1010,19TH STREET,WATERVLIET,NY,12189,1100
Albany,723024,Store,JAC,E & D AFRICAN MARKET LLC,E & D AFRICAN MARKET,617,CENTRAL AVE,ALBANY,NY,12206,2000
Albany,722893,Store,JAC,88 WOLF RD INC,WOLF RD MOBIL,88,WOLF RD,ALBANY,NY,12205,1500
Albany,722820,Store,JAC,FELIPITO MERCEDES,CHICO CHICKEN DELI & GR,333,SOUTH PEARL ST,ALBANY,NY,12202,1500
Albany,722740,Store,JAC,HELDERBERG MOUNTAIN BREWING COMPA,HELDERBERG MOUNTAIN BRE,141,WARNERS LAKE RD SUITE 1,EAST BERNE,NY,12059,800
Albany,732040,Store,JAC,RAFIK DELI INC,RAFIK DELI,109,CENTRAL AVE,ALBANY,NY,12206,0
Albany,723274,Store,JAC,BENTO NOUVEAU INC,BENTO SUSHI,579,TROY SCHENECTADY RD,LATHAM,NY,12110,100
Albany,721638,Store,A,HARI & AADI CO,GARY COUNTRY FARM,821,NEW SCOTLAND AVE,ALBANY,NY,12208,2000
Albany,732883,Store,JAC,DEEDEES NEWS & DELI LLC,COULSON'S NEWS & DELI,420,BROADWAY,ALBANY,NY,12207,2200
Albany,722581,Store,JAC,D & L DREAMS,CHOPS & HOPS,1214,TROY SCHENECTADY ROAD,LATHAM,NY,12110,240
Albany,734730,Store,A,BROOKS ANGELA,GEORGIAS SUGAR SHACK,50,WOLF ROAD,ALBANY,NY,12223,0
Albany,734731,Store,A,BROOKS CAITLYN,KATIES PATH 2 SNACKS,160,STATE ST JUSTICE BLVD,ALBANY,NY,12223,600
Albany,734908,Store,JAC,HALAL SUPERMARKET INC,SHOP&SAVE HALAL SUPERMA,688D,NEW LOUDON RD,LATHAM,NY,12110,0
Albany,731809,Store,JAC,SBINTZ SPENWOOD LLC,THE CHEESE TRAVELER,540,DELAWARE AVE  LEFT SIDE,ALBANY,NY,12209,1100
Albany,734738,Store,JAC,A PINCH OR A POUND LLC,A PINCH OR A POUND ALBA,1,CROSSGATES MALL RD,ALBANY,NY,12203,0
Albany,734739,Store,JAC,A PINCH OR A POUND LLC,A PINCH OR A POUND COLO,131,COLONIE CENTER,ALBANY,NY,12205,0
Albany,722282,Store,JAC,SINDONIS COUNTRY DELI LLC,SIDONIS COUNTRY DELI,1080,SETTLES HILL RD,ALTAMONT,NY,12009,1032
Albany,722162,Store,JAC,KUHAR FAMILY FARM LLC,KUHAR FAMILY FARM,26,CR 353,RENSSELAERVILLE,NY,12147,400
Albany,722121,Store,JAC,1095 LOUDON INC,BOGHT CORNERS MOBIL,1095,LOUDON ROAD,COHOES,NY,12047,3700
Albany,722024,Store,A,FORTEEN STAR ENTERPRISES INC,CENTRAL AVE PHARMACY,346,CENTRAL AVENUE,ALBANY,NY,12206,2000
Albany,732841,Store,JAC,GREEN ACRES OF NEW YORK LLC,GREEN ACRES OF NEW YORK,288,STATE ROUTE 143,WESTERLO,NY,12193,1500
Albany,734516,Store,JAC,DAILY STOP MARKET INC,DAILY STOP MARKET,131,CENTRAL AVE,ALBANY,NY,12206,1800
Albany,734228,Store,JAC,7-ELEVEN INC,SUNOCO # 40429H,477,DELAWARE AVE,ALBANY,NY,12209,1600
Albany,723925,Store,JAC,LWIN FAMILY CO,HISSHO SUSHI@ST PETERS,11949,MANNING BLVD,ALBANY,NY,12208,400
Albany,720761,Store,JAC,SPEEDWAY LLC,SPEEDWAY #07892,951,LOUDON RD,LATHAM,NY,12110,3500
Albany,723912,Store,JAC,SC OF MID HUDSON NY INC,SMOKERS CHOICE,448,SAND CREEK RD,ALBANY,NY,12205,1200
Albany,723837,Store,JAC,HERNANDEZ HECTOR,OAXAQUENA TRIQUI,77,N LAKE AVE,ALBANY,NY,12206,1600
Albany,720915,Store,JAC,SHAMOUNIAN BERJOUHI,NORAS GROCERY,143,TROY SCHENECTADY RD,WATERVLIET,NY,12189,1800
Albany,720926,Store,JAC,CENTRAL TOWER GROCERY INC,CENTRAL TOWER GROCERY,438,CENTRAL AVENUE,ALBANY,NY,12206,0
Albany,720955,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE #06253,484,ALBANY SHAKER RD,ALBANY,NY,12211,10265
Albany,734990,Store,JAC,KARIM RETAIL INC,QUAIL STREET MARKET & D,167,QUAIL STREET,ALBANY,NY,12203,0
Albany,723798,Store,JAC,K AND K ALBANY INC,K AND K ALBANY,607,BROADWAY,WATERVLIET,NY,12189,1000
Albany,723751,Store,JAC,CUMBERLAND FARMS INC,CUMBERLAND FARMS #1697,1632A,CENTRAL AVE,ALBANY,NY,12205,0
Albany,721326,Store,JAC,NAPREDAK LLC,FOX CREEK MARKET,1634,HELDERBERG TRAIL,BERNE,NY,12023,0
Albany,731247,Store,JAC,MOHAMED-ALI ANWAR,DANNA MARKET,112,QUAIL STREET,ALBANY,NY,12206,2000
Albany,731191,Store,JAC,ROUTE 20 BUTCHER AND DELI,ROUTE 20 BUTCHER AND DE,1800,WESTERN AVE,ALBANY,NY,12203,1800
Albany,723664,Store,A,AL ASHWAL ABDULMOLLA A,LEXINGTON DELI & GROCER,55,LEXINGTON AVE,ALBANY,NY,12206,1600
Albany,723531,Store,JAC,CENTRAL FOOD MART INC,CENTRAL FOOD MART,20,CENTRAL AVE,ALBANY,NY,12210,0
Albany,723444,Store,JAC,CAPITAL CITY DELI & GROCERY INC,CAPITAL CITY DELI & GRO,26-30,N 3RD ST,ALBANY,NY,12204,3000
Albany,721147,Store,A,FAMILY DOLLAR OF NY INC,FAMILY DOLLAR STORE #23,28,BROADWAY,ALBANY,NY,12204,5000
Albany,721220,Store,JAC,FINNIGANS INC,R & S FINNIGANS,116,QUAIL ST,ALBANY,NY,12206,1800
Albany,721225,Store,A,FAMILY DOLLAR STORES OF NY INC,FAMILY DOLLAR #31571,418,SOUTH PEARL STREET,ALBANY,NY,12202,4800
Albany,731280,Store,JAC,MADISON GROCERY & DELI INC,MADISON GROCERY & DELI,130,MADISON AVE,ALBANY,NY,12202,1200
Albany,732888,Store,JAC,SWEET BACON THERAPY LLC,SWEET BACON THERAPY,113,EVERETT ROAD,ALBANY,NY,12205,0
Albany,731349,Store,JAC,MADISON MART INC,MADISON MART,145,MADISON AVE,ALBANY,NY,12202,2000
Albany,734948,Store,JAC,SUSHI MARU EXPRESS INC,SUSHI MARU EXPRESS (FRE,664,NEW LOUDON RD,LATHAM,NY,12110,0
Albany,723320,Store,A,PARK DOLLAR PLUS INC,PARK DOLLAR PLUS,351,ONTARIO ST,ALBANY,NY,12208,2000
Albany,734514,Store,JAC,ABOALLRGAL CORPORATION,ONTARIO SUPER MARKET,46,ONTARIO ST,ALBANY,NY,12206,1500
Albany,733149,Store,A,SPEEDWAY LLC,12110,719,NEW LOUDON RD,LATHAM,NY,12110,300
Albany,727909,Store,JAC,RED-KAP SALES INC,1667 GENERAL STORE,1667,WESTERN AVENUE,ALBANY,NY,12203,2000
Albany,730304,Store,JAC,FREEMAN DOUGLAS,FREEMAN FISH MARKET,381,SARATOGA ST,COHOES,NY,12047,1500
Albany,727723,Store,JAC,ABDULMOLLA AL ASHWAL,LARK NEWS & GROCERY,252,LARK ST,ALBANY,NY,12210,1800
Albany,730318,Store,JAC,SUSHIC EAST LLC,SUSHIC EAST (SHOPRITE #,41,VISTA BLVD,SLINGERLANDS,NY,12159,400
Albany,727648,Store,A,DONIE TERESA,DMV NEWS,,NYS DMV CORE 3 SOUTH SWAN STREET#,ALBANY,NY,12223,300
Albany,729148,Store,JAC,STARBUCKS CORPORATION,TEAVANA #28442,1,CROSSGATES MALL RD #B213A,ALBANY,NY,12203,800
Albany,720256,Store,JAC,DI CESARE JONATHAN,RYDER HOUSE KITCHEN,475,STATE STREET,ALBANY,NY,12203,0
Albany,729156,Store,JAC,309 CENTRAL LLC,ALADDIN HALAL MARKET,309A,CENTRAL AVE,ALBANY,NY,12206,3000
Albany,729016,Store,JAC,TRIPLE M MUSHROOM FARM INC,THE MUSHROOM MEN,2563,WESTERN AVE,ALTAMONT,NY,12009,800
Albany,729702,Store,JAC,MIAMI MARKET LLC,MIAMI MARKET,515,WASHINGTON AVE,ALBANY,NY,12206,2250
Albany,727347,Store,JAC,ROYAL KM INC,ROYAL KM,454,DELAWARE AVE,ALBANY,NY,12209,2000
Albany,727298,Store,JAC,ALL THE WAY UP GROCERY,ALL THE WAY UP GROCERY,106,ONTARIO STREET,ALBANY,NY,12206,1500
Albany,720213,Store,JAC,BREAKTHROUGH AFRICAN MARKET LLC,BREAKTHROUGH AFRICAN MA,309,CENTRAL AVE,ALBANY,NY,12206,5000
Albany,729295,Store,JAC,CENTRAL MUNCHIES LLC,CENTRAL MUNCHIES,199,CENTRAL MUNCHIES LLC,ALBANY,NY,12206,1700
Albany,733349,Store,JAC,FUJISAN FRANCHISING CORP,FUJISAN (INSIDE SAMS CL,579,TROY-SCHENECTADY RD STE 236,LATHAM,NY,12110,800
Albany,720252,Store,JAC,CUMBERLAND FARMS INC,CUMBERLAND FARMS #1694,30-40,ONTARIO ST,COHOES,NY,12047,4800
Albany,730323,Store,JAC,SUSHIC EAST LLC,SUSHIC EAST (SHOPRITE #,1730,CENTRAL AVE,ALBANY,NY,12205,0
Albany,728526,Store,JAC,MUNEER ABDO HAMOOD NAJI,GOLD STAR DELI & GROCER,437,S PEARL STREET,ALBANY,NY,12202,900
Albany,735254,Store,JAC,7-ELEVEN INC,7-ELEVEN,477,DELAWARE AVE,ALBANY,NY,12209,0
Albany,735256,Store,JAC,7-ELEVEN INC,A PLUS #40431H,902,LOUDON RD,LATHAM,NY,12110,0
Albany,730124,Store,JAC,SHEBA DELICATESSEN & MARKET INC,SHEBA DELICATESSEN & MA,520,WASHINGTON AVE,ALBANY,NY,12203,1500
Albany,720004,Store,JAC,SPEEDWAY LLC,SPEEDWAY #07592,146,DELAWARE AVE,DELMAR,NY,12054,2400
Albany,720078,Store,JAC,REDS SEAFOOD CO LLC,HOOKED SEAFOOD CO,1214,TROY SCHENECTADY RD,LATHAM,NY,12110,600
Albany,728146,Store,JAC,CARROLL MATTHEW,CARROLL ENTERPRISES SIL,5868,STATE ROUTE 32,WESTERLO,NY,12193,2000
Albany,720089,Store,JAC,DELI QUEEN & GROCERY INC,DELI QUEEN & GROCERY,484,CLINTON AVE,ALBANY,NY,12206,1000
Albany,727920,Store,JAC,S AND A TRADING USA INC,S AND A TRADING USA,109,WEST ST,ALBANY,NY,12206,3000
Albany,735243,Store,JAC,7-ELEVEN INC,A PLUS #40417H,1465,WASHINGTON AVE,ALBANY,NY,12206,0
Albany,720118,Store,JAC,MALOOK STORE INC,MALOOK STORE,1221,WESTERN AVE,ALBANY,NY,12203,0
Albany,729938,Store,A,ALBANY MONNAT CORP,ALBANY MONNAT,415,RT 9W,GLENMONT,NY,12077,1500
Albany,730179,Store,JAC,ALFONSO A. RAMOS INCORPORATED,R & A GROCERY,265,CENTRAL AVE,ALBANY,NY,12206,1200
Albany,728729,Store,JAC,BONILLA GERDA,SABROSURA DELI & GROCER,57,CENTRAL AVE,ALBANY,NY,12206,1500
Albany,728848,Store,JAC,RECORD TOWN INC,FYE #1677,120,WASHINGTON AVE EX C109,ALBANY,NY,12203,4425
Albany,725195,Store,JAC,QURESHI'S PETROLEUM INC,SUNOCO,1029,WASHINGTON AVE,ALBANY,NY,12206,2000
Albany,733109,Store,A,WALGREEN EASTERN CO INC,RITE AID #01031,581,CENTRAL AVE,ALBANY,NY,12206,10550
Albany,730322,Store,JAC,SUSHIC EAST LLC,SUSHIC EAST (SHOPRITE #,709,CENTRAL AVE,ALBANY,NY,12206,400
Albany,730131,Store,JAC,QUINN DELI AND GROCERY,QUINN DELI AND GROCERY,418,MADISON AVE,ALBANY,NY,12203,1600
Albany,730464,Store,JAC,FAMILY DELI AND GROCERY OF ALBANY,FAMILY DELI AND GROCERY,37,CENTRAL AVE,ALBANY,NY,12210,1200
Albany,726918,Store,JAC,HEALING MEALS LLC,HEALING MEALS,113,EVERETT RD,ALBANY,NY,12205,900
Albany,726947,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE #04874,1892,SUITE 10 CENTRAL AVE,ALBANY,NY,12205,5000
Albany,720300,Store,JAC,AL AQSA MEAT AND GROCER IMPORT LL,AL AQSA MEAT AND GROCER,200,TROY SHCENECTADY RD,LATHAM,NY,12110,1200
Albany,729481,Store,JAC,CUMBERLAND FARMS INC,CUMBERLAND FARMS #1700,1159,TROY SCHENECTADY RD,LATHAM,NY,12110,0
Albany,726991,Store,A,EXPRESS SAVING DISCOUNT STORE INC,EXPRESS SAVING DISCOUNT,255,NEW SCOTLAND AVE,ALBANY,NY,12208,1200
Albany,733119,Store,A,HALAL SUPERMARKETS INC,HALAL SUPERMARKET,296-298,CENTRAL AVE,ALBANY,NY,12206,0
Albany,727006,Store,JAC,SUNOCO RETAIL LLC,SUNOCO #7729,902,LOUDON ST,LATHAM,NY,12110,1800
Albany,726861,Store,JAC,HOME MART INC,HOME MART,1348,CENTRAL AVENUE,ALBANY,NY,12205,1500
Albany,727149,Store,JAC,GEORGES MARKET & NURSERY LLC,GEORGES MARKET & NURSER,957,WATERVLIET-SHAKER RD,ALBANY,NY,12205,3000
Albany,730421,Store,JAC,MASHRAH AND HUSSEIN INC,SHORTSTOP,454,DELAWARE AVE,ALBANY,NY,12209,1800
Albany,729107,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP #457,2000,2ND AVE,WATERVLIET,NY,12189,4000
Albany,729571,Store,JAC,FLY BY FOOD MART INC,FLY BY FOOD MART,354,S PEARL ST,ALBANY,NY,12202,0
Albany,735164,Store,JAC,FRESH NEIGHBORHOOD MARKET LLC,FRESH NEIGHBORHOOD MARK,16,JUDSON ST,ALBANY,NY,12206,0
Albany,733112,Store,A,WALGREEN EASTERN CO INC,RITE AID #00661,2025,WESTERN AVE,ALBANY,NY,12203,0
Albany,733113,Store,A,WALGREEN EASTERN CO INC,RITE AID #03331,308,ONTARIO STREET,COHOES,NY,12047,0
Albany,10748,Store,JAC,SIRAJCO INC,SIRAJCO FOOD MARKET,199,COLUMBIA ST,COHOES,NY,12047,1200
Albany,10569,Store,JAC,SALEH AMIN H,CLINTON DELI&GROCERY,413,CLINTON AVE,ALBANY,NY,12206,1400
Albany,16066,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP 406,1024,WATERVLIET SHAKER RD,ALBANY,NY,12205,2000
Albany,10343,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP 397,351,NORTHERN BLVD,ALBANY,NY,12204,2250
Albany,10693,Store,A,WALGREEN EASTERN CO INC,WALGREENS 09154,1850,CENTRAL AVE,ALBANY,NY,12205,14000
Albany,10681,Store,JAC,ABUZAID SADIK A,K & S DELI GROCERY,190,2ND AVE,ALBANY,NY,12202,1000
Albany,10726,Store,JAC,LANSING ALBERT,LANSINGS FARM MARKET,204,LISHA KILL RD,NISKAYUNA,NY,12309,1200
Albany,10727,Store,JAC,MIGUELS JEWELRY LLC,MIGUELS DELI & GROCERY,219,S PEARL ST,ALBANY,NY,12202,1800
Albany,10814,Store,A,CVS ALBANY LLC,CVS PHARMACY #0417,885,CENTRAL AVE,ALBANY,NY,12206,13462
Albany,10222,Store,JABC,PRICE CHOPPER OPERATING CO INC,PRICE CHOPPER 159,1395,NEW SCOTLAND RD,SLINGERLANDS,NY,12159,80000
Albany,10424,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP 124,285,NEW SCOTLAND AVE,ALBANY,NY,12208,1800
Albany,15785,Store,JABC,MARTINS FOODS OF S BURLINGTON LLC,HANNAFORD 8362,96,WOLF RD,ALBANY,NY,12205,70000
Albany,10335,Store,JAC,COUNTRYSIDE MARTS INC,COUNTRYSIDE FOOD MART 6,788,HELDERBERG TRL RT 443,EAST BERNE,NY,12059,2500
Albany,16050,Store,JAC,KOUNOUPIS PETER,LATHAM MEAT MARKET,689,NEW LOUDON RD,LATHAM,NY,12110,800
Albany,10810,Store,A,GENERAL NUTRITION CORP,GNC 9854,579,TROY-SCHENECTADY RD,LATHAM,NY,12110,1600
Albany,10508,Store,A,FAMILY DOLLAR STORES OF NY INC,FAMILY DOLLAR 1871,2611,2ND AVE,WATERVLIET,NY,12189,8000
Albany,10384,Store,JAC,DUNCO INC,COHOES A PLUS,245,ONTARIO ST,COHOES,NY,12047,2000
Albany,10227,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP 350,480,COLUMBIA ST,COHOES,NY,12047,1600
Albany,10589,Store,JABC,TARGET CORP,TARGET 1915,675,TROY SCHENECTADY RD,LATHAM,NY,12110,120000
Albany,10350,Store,JAC,OSMAN ALAAELDIN M,PEARL MARKET,213,S PEARL ST,ALBANY,NY,12202,1000
Albany,10601,Store,JAC,A&S BROTHERS INC,MEGA MART,1560,CENTRAL AVE,ALBANY,NY,12205,1400
Albany,10492,Store,JAC,ANASTASIO IMPORTING CO INC,PELLEGRINO IMPORTING CO,1197,CENTRAL AVE,ALBANY,NY,12205,5380
Albany,10385,Store,A,HUSHMENDY FERSHID&DILNAVAZ,COULSONS NEWS CENTER,594,LOUDON RD,LATHAM,NY,12110,2000
Albany,10454,Store,JABC,PRICE CHOPPER OPERATING CO INC,PRICE CHOPPER 196,329,TOWN SQUARE PLAZA,GLENMONT,NY,12077,57000
Albany,10057,Store,JAC,RAJA HAFEEZ URREHMAN,LATHAM FOOD MART,389,TROY SCHENECTADY RD,LATHAM,NY,12110,2000
Albany,10760,Store,A,RITE AID OF NEW YORK INC,RITE AID #3331,308,ONTARIO ST,COHOES,NY,12047,14000
Albany,15890,Store,A,AZIZ MOHAMMAD S,24 HR ALBANY NEWS,8,CENTRAL AVE,ALBANY,NY,12210,1800
Albany,10440,Store,A,DOLGENCORP OF NEW YORK INC,DOLLAR GENERAL 8650,638,COLUMBIA ST EXT,LATHAM,NY,12110,3000
Albany,15827,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP 240,1344,RT 9W,SELKIRK,NY,12158,2000
Albany,10246,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP 293,215,TROY SCHENECTADY RD,LATHAM,NY,12110,1800
Albany,15838,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP 304,1360,INDIAN FIELD RD,FEURA BUSH,NY,12067,2000
Albany,15851,Store,JABC,P&L DELI AND SUPERETTE INC,P&L DELI,599,STATE RT 143,WESTERLO,NY,12193,2000
Albany,10790,Store,JAC,A&S BROTHERS INC.,MEGA MART II,484,LOUDON RD,LOUDONVILLE,NY,12211,1500
Albany,15854,Store,JAC,ARBAB ABDUL WAHID,L&B GROCERIES,60,ROBIN ST,ALBANY,NY,12206,1000
Albany,15871,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP 402,1710,CENTRAL AVE,ALBANY,NY,12205,2000
Albany,15874,Store,JABC,BJS WHOLESALE CLUB INC,BJS WHOLESALE CLUB 07,1440,CENTRAL AVE,ALBANY,NY,12205,105000
Albany,10504,Store,JAC,INANC I OZBAY INC,USA GAS MART,1600,WESTERN AVE,ALBANY,NY,12203,600
Albany,10505,Store,A,COHOES FASHION OF CROSSGATE INC,COHOES FASHION GRMT SHP,1,CROSSGATES MALL RD #108,ALBANY,NY,12203,150
Albany,16065,Store,JABC,MARTINS FOODS OF S BURLINGTON LLC,HANNAFORD 8386,579,TROY SCHENECTADY RD,LATHAM,NY,12110,64000
Albany,15878,Store,JAC,ROBILOTTO JOSEPH L,FALVOS MEAT CO,386,MAPLE RD (RT 85A),SLINGERLANDS,NY,12159,2000
Albany,16051,Store,JABC,SAMS EAST INC,SAMS CLUB 6440,579,TROY SCHENECTADY RD,LATHAM,NY,12110,132000
