county,license_number,operation_type,establishment_type,entity_name,DBA_name,street_number,street_name,city,state,zip_code,square_footage
Bronx,602868,Store,JAC,ANN CLAIRS SALUMERIA INC,ANN CLAIRS SALUMERIA,1130,MORRIS PARK AVE,BRONX,NY,10461,1200
Bronx,604783,Store,JAC,JL MEAT MARKET CORP,JL MEAT MARKET,26,E 167TH ST,BRONX,NY,10452,1000
Bronx,604815,Store,JAC,CALABRIA PORK STORE INC,CALABRIA PORK STORE,2338,ARTHUR AVE,BRONX,NY,10458,2000
Bronx,604821,Store,JAC,1296 RIVERA GROCERY INC,1296 RIVERA GROCERY,1296,WALTON AVE,BRONX,NY,10452,1000
Bronx,607339,Store,JAC,SIN&SIN MANAGEMENT INC,PALM TREE MARKET PLACE,3717,BOSTON POST RD,BRONX,NY,10466,17000
Bronx,604848,Store,JAC,NAGUABO GROCERY CORP,NAGUABO GROCERY,26,E MOUNT EDEN AVE,BRONX,NY,10452,1000
Bronx,601629,Store,JAC,283 AN GROCERY CORP,283 AN GROCERY,283,E 161ST ST,BRONX,NY,10451,1800
Bronx,607365,Store,A,RYER CANDY & GROCERY CORP,RYER CANDY & GROCERY,229,E 181ST ST,BRONX,NY,10457,500
Bronx,606919,Store,JAC,MAYOR JOSE F,LICEY DELI GROCERY,1493,ZEREGA AVE,BRONX,NY,10462,1100
Bronx,602697,Store,JABC,STOP&SHOP SUPERMARKET CO LLC THE,STOP&SHOP 504,754,CO-OP CITY BLVD,BRONX,NY,10475,58000
Bronx,600774,Store,JAC,SANTIAGO MIGUEL,SANTIAGO GROCERY,15,W TREMONT AVE,BRONX,NY,10453,1500
Bronx,607508,Store,JAC,FIFTH TOWER GROCERY CORP,COMPARE SUPERMARKET,1091,BOSTON RD,BRONX,NY,10456,2000
Bronx,606946,Store,JACD,FIRST GOLD COAST CORP,GOLD COAST TRADING CO,381,CANAL PL,BRONX,NY,10451,6000
Bronx,601880,Store,JADX,ROBT T COCHRAN&CO INC,ROBT T COCHRAN&CO,,UNT 408-412 NYC TERMINAL MKT,BRONX,NY,10474,0
Bronx,607547,Store,JAC,MEGA SEAFOOD CORP,MEGA SEAFOOD,1181,MORRISON AVE,BRONX,NY,10472,1200
Bronx,601656,Store,JAC,MONTILLA RAFAEL E,GARRISON DELI GROCERY,1150,GARRISON AVE,BRONX,NY,10474,1000
Bronx,600758,Store,JABH,MADONIA BROTHERS BAKERY INC,MADONIA BROTHERS BAKERY,2348,ARTHUR AVE,BRONX,NY,10458,3400
Bronx,603596,Store,JACHK,DASS YOCASTA,BACK HOME CRBBN FRT&VEG,3400,BOSTON RD,BRONX,NY,10469,1000
Bronx,606925,Store,JAC,ANTHONYS MINI MARKET CORP,ANTHONYS MINI MARKET,740,ST ANNS AVE,BRONX,NY,10455,1000
Bronx,606972,Store,JAC,SH&NAGA INC,SH&NAGA,3120,BAINBRIDGE AVE,BRONX,NY,10467,800
Bronx,603634,Store,JAC,SK FRUIT MARKET CORP,SK FRUIT MARKET,1057,SOUTHERN BLVD,BRONX,NY,10459,2000
Bronx,600750,Store,JAC,KYOUNG BAE RYU,RYUS FRUIT&VEGETABLE,212,E 167TH ST,BRONX,NY,10456,3000
Bronx,600205,Store,JAC,CARINO ERIC,CARINO GROCERY,643,E 182ND ST,BRONX,NY,10457,1200
Bronx,606071,Store,JABC,JLT 156 FOOD CORP,JLT 156 FOOD,156,W 170TH ST,BRONX,NY,10452,8000
Bronx,600723,Store,JAC,MARIOS MEAT MARKET INC,MORRIS PARK MEAT MARKET,1037,MORRIS PARK AVE,BRONX,NY,10461,1000
Bronx,604767,Store,JAC,VIDALS FRANCISCO,RICHARD FRT&VEG MEX PRD,1356,JEROME AVE,BRONX,NY,10452,1500
Bronx,601651,Store,JAC,SUWAILIH SAIF AHMED,STEVES DELI & GROCERY,1524,MAYFLOWER AVE,BRONX,NY,10461,1100
Bronx,601642,Store,JAC,965 CASTILLO MEAT & PRODUCE INC,CASTILLO MEAT & PRODUCE,965,E 172ND ST,BRONX,NY,10460,1700
Bronx,600394,Store,JAC,JONGHEE KO,FRESH ISLAND FISH MKT,658,WESTCHESTER AVE,BRONX,NY,10455,1000
Bronx,603263,Store,JAC,MR DELI INC,M&R DELI,1200,MORRIS PARK AVE,BRONX,NY,10461,800
Bronx,607013,Store,JAC,GENERAL FOOD STORE CORP,GENERAL FOOD STORE,400,SOUNDVIEW AVE,BRONX,NY,10473,2000
Bronx,607012,Store,JAC,MARIA PABLITO GROCERY CORP,MARIA PABLITO GROCERY,1551,SHERIDAN AVE,BRONX,NY,10457,2000
Bronx,603232,Store,JAC,ACOSTA FRANKLIN&PENA JOSE A,SUNSHINE SUPERMARKET,3830,DYRE AVE,BRONX,NY,10466,1200
Bronx,600805,Store,JAC,ITALCORP INC,TOP BANANA MARKET,947,CASTLE HILL AVE,BRONX,NY,10473,2000
Bronx,607001,Store,JAC,MANUEL DELI GROCERY CORP,MANUEL DELI GROCERY,625,E 137TH ST,BRONX,NY,10454,1500
Bronx,603247,Store,JAC,SAJOMA MINI MARKET INC,SAJOMA MINI MARKET,1368,EDWARD L GRANT HWY,BRONX,NY,10452,1500
Bronx,603248,Store,JAC,ATE DELI INC,EDDIES DELI,3165,BAINBRIDGE AVE,BRONX,NY,10467,1200
Bronx,606997,Store,JAC,BROOK MI PUEBLO MEXICAN DELI CORP,LA MEXICANA MT MKT & MI,245,BROOK AVE  STORE 8&9,BRONX,NY,10454,1800
Bronx,600785,Store,JAC,LOS COMPADRES - 1 GROCERY INC,LOS COMPADRES GROCERY,21,W 176TH ST,BRONX,NY,10453,1200
Bronx,603261,Store,JAC,ALKABILI SAQR N,A&A GROCERY&DELI,361,E 204TH ST,BRONX,NY,10467,1000
Bronx,603652,Store,JAC,FT MEAT CORP,FOOD FAIR FRESH MARKET,1065,E 163RD ST,BRONX,NY,10459,13000
Bronx,606995,Store,JAC,BROOKS AVE FOOD ADVANTAGE CORP,C TOWN,228,BROOK AVE,BRONX,NY,10454,2600
Bronx,603265,Store,JAC,PINKY QUICK STOP INC,PINKY QUICK STOP,2934,WILKINSON AVE,BRONX,NY,10461,685
Bronx,603275,Store,JAC,VIVIAN GROCERY CORP,VIVIAN GROCERY,1275,BURKE AVE,BRONX,NY,10469,2100
Bronx,603276,Store,JAC,BOSTON POST FOOD CORP,C TOWN,4008-4010,BOSTON POST RD,BRONX,NY,10475,15000
Bronx,606987,Store,JAC,DIA DELI GROCERY CORP,DIA DELI GROCERY,1155,E TREMONT AVE,BRONX,NY,10460,1000
Bronx,606984,Store,JAC,FAIR&GOOD GROCERY CORP,FAIR&GOOD GROCERY,2902,MIDDLETOWN RD,BRONX,NY,10461,1000
Bronx,606981,Store,JAC,MLS DELI GROCERY CORP,MLS DELI GROCERY,2550,E TREMONT AVE,BRONX,NY,10461,1100
Bronx,603586,Store,A,BASS GENE,FOREVER YOUNG,12,W KINGSBRIDGE RD,BRONX,NY,10468,360
Bronx,600797,Store,JAC,ALTAGRACIA GROCERY CORP,ALTAGRACIA GROCERY,10-12,E 176TH ST,BRONX,NY,10453,1600
Bronx,600540,Store,JAC,CETINSKI ADI,ADIS PORK STORE,3937,WHITE PLAINS RD,BRONX,NY,10466,3200
Bronx,603713,Store,JAC,ZESARINA GROCERY STORE INC,ZESARINA GROCERY STORE,526,E 183RD ST,BRONX,NY,10458,2500
Bronx,606820,Store,A,FAMILY DOLLAR STORES OF NY INC,FAMILY DOLLAR #7270,2863,WEBSTER AVE,BRONX,NY,10458,3000
Bronx,606816,Store,JACD,LACONIA MEAT CORP,C TOWN,3970,LACONIA AVE,BRONX,NY,10466,2500
Bronx,600612,Store,JAC,ARTHUR AVENUE ITALIAN DELI INC,MIKES DELI,2344,ARTHUR AVE,BRONX,NY,10458,1000
Bronx,606808,Store,JAC,SAYES DELI GROCERY CORP,SAYES DELI GROCERY,1309,W FARMS RD,BRONX,NY,10459,1000
Bronx,600580,Store,JAC,GOMEZ EDWARD,MATA E CANA DELI & GRCY,911,E 156TH ST,BRONX,NY,10455,1500
Bronx,606785,Store,JAC,B-A DELIMART INC,STOP ONE,1360,E GUN HILL RD,BRONX,NY,10469,1700
Bronx,606782,Store,JABCK,CAKE MASTERS LTD,CAKE MASTERS,1212,BROOK AVE,BRONX,NY,10456,3500
Bronx,602665,Store,A,DOUBLE DISCOUNT STORES INC,DOUBLE DISCOUNT STORE,1024,WESTCHESTER AVE,BRONX,NY,10459,10000
Bronx,606778,Store,JAC,TEAMS MARKET INC,KEY FOOD,1791,WALTON AVE,BRONX,NY,10453,10000
Bronx,606842,Store,JAC,COFACI FOODS INC,COFACI FOODS,436,BROOK AVE,BRONX,NY,10454,2500
Bronx,606760,Store,JAC,EDGARS DELI GROCERY CORP,EDGARS DELI GROCERY,1736,ZEREGA AVE,BRONX,NY,10462,1000
Bronx,603764,Store,JAC,SIMPSON DELI & GROCERY CORP,SIMPSON DELI&GROCERY,1029,WESTCHESTER AVE,BRONX,NY,10459,1800
Bronx,606753,Store,JAC,RODRIQUEZ LUIS,LUIS DELI GROCERY,1569,HOE AVE,BRONX,NY,10460,1200
Bronx,607590,Store,JACD,FAL AISSATOU,IMPORT&EXPORT FAL,1466,INWOOD AVE,BRONX,NY,10452,250
Bronx,606738,Store,JAC,MEJIA MINI MARKET CORP,CASTILLO FAMILY GROCERY,1010,LONGWOOD AVE,BRONX,NY,10459,1500
Bronx,607591,Store,A,MADAAN PARVEEN K,ALLERTON GRY & CNDY STR,685,ALLERTON AVE,BRONX,NY,10467,840
Bronx,606725,Store,A,DUANE READE ETAL PTRS,DUANE READE 14459,58,E FORDHAM RD,BRONX,NY,10468,8470
Bronx,600536,Store,A,STOP ONE DELI & GROCERY INC,STOP ONE DELI & GROCERY,265,E GUN HILL RD,BRONX,NY,10467,1100
Bronx,606781,Store,JAC,LLAULIN GROCERY CORP,LLAULIN GROCERY,350,BROOK AVE,BRONX,NY,10454,1500
Bronx,601621,Store,JAC,MK FOOD CORP,KEY FOODS,1535,UNIONPORT RD,BRONX,NY,10462,9000
Bronx,600770,Store,JABC,C & CBROTHERS OF NY,FINE FARE,59,E 167TH ST,BRONX,NY,10452,20000
Bronx,606908,Store,JAC,3600 BRONXWOOD FOOD CENTER CORP,3600 BRONXWOOD FOOD CTR,3600,BRONXWOOD AVE,BRONX,NY,10469,1000
Bronx,607551,Store,JAC,EUROPEAN FRESH PRODUCE INC,EUROPEAN FRESH PRODUCE,720,LYDIG AVE,BRONX,NY,10462,1000
Bronx,603659,Store,JAC,BOGOPA 170TH INC,FOOD BAZAAR,535,E 170TH ST,BRONX,NY,10456,10000
Bronx,601633,Store,JAC,CHAVEZ GROCERY & DELI CORP,CHAVEZ GROCERY & DELI,3215,BAINBRIDGE AVE,BRONX,NY,10467,1100
Bronx,607552,Store,JACD,ROYAL AFRICAN & CARIBBEAN FOOD IN,ROYAL AFRICAN & CARIBBE,2957,WEBSTER AVE,BRONX,NY,10458,3000
Bronx,600714,Store,JAC,T&H MARKETS INC,MODERN FRUIT,3822,E TREMONT AVE,BRONX,NY,10465,1800
Bronx,606883,Store,JAC,HAPPY DAYS GROCERY FOOD CORP,HAPPY DAYS GROCERY FOOD,379,BEDFORD PARK BLVD,BRONX,NY,10458,2000
Bronx,606834,Store,JAC,JENNINGS FRUITS&VEGETABLES INC,JENNINGS FRUITS&VEGTBLS,937,JENNINGS ST,BRONX,NY,10460,600
Bronx,606881,Store,JAC,FRUTERIA DE VALLE CORP,FRUTERIA DE VALLE,74,W 183RD ST,BRONX,NY,10453,800
Bronx,607578,Store,JAC,50 VAN CORTLANDT FOOD CORP,FOOD DYNASTY SUPERMKT,50,VAN CORTLANDT AVE W,BRONX,NY,10463,15000
Bronx,607557,Store,JAC,PLAZA BANI FOOD CORP,LA PLACITA BENILEJA,3001,KINGSBRIDGE TERR,BRONX,NY,10463,1702
Bronx,600709,Store,JAC,AJC FOOD MARKET CORP,MET FOODS 11627,4332,WHITE PLAINS RD,BRONX,NY,10466,24000
Bronx,600701,Store,JAC,2676 MORRIS FOOD CORP,L&V FOOD CENTER,2676,MORRIS AVE,BRONX,NY,10468,1500
Bronx,606860,Store,JACH,SUNLIFE TOTAL HEALTH INC,SUNLIFE HEALTH FOOD,4060,WHITE PLAINS RD,BRONX,NY,10466,1400
Bronx,600638,Store,JAC,HERNANDEZ CARMEN,NARANJAL GROCERY,200,E TREMONT AVE,BRONX,NY,10457,2000
Bronx,600618,Store,JAC,SCHUYLER DELI CORP,QUIK STOP,3610,E TREMONT AVE,BRONX,NY,10465,2000
Bronx,607575,Store,JAC,PVP CONVENIENCE INC,7-ELEVEN #39045 A,1081,LEGGETT AVE,BRONX,NY,10474,1100
Bronx,606849,Store,JABC,LA LUPITA CORP,LA LUPITA,2058,WALLACE AVE,BRONX,NY,10462,1600
Bronx,606911,Store,JAC,CAMSENA MEAT CORP,MET FOOD,277,E 198TH ST,BRONX,NY,10458,10000
Bronx,607554,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE #3788,2641,E TREMONT AVE,BRONX,NY,10461,14000
Bronx,601770,Store,JAC,MOKBEL AHMED H,20/20 DELI,1120,SOUTHERN BLVD,BRONX,NY,10459,1100
Bronx,600949,Store,JAC,SANTANA FRANCISCO,SANTANAS GROCERY,1975,LA FONTAINE AVE,BRONX,NY,10457,700
Bronx,607119,Store,JAC,ROSARIO DELI MARKET CORP,ROSARIO DELI MARKET,831,150TH ST,BRONX,NY,10455,1000
Bronx,600103,Store,JAC,SILJKOVIC AVER&VEZIRA,SCALINADA MEAT GROC&DEL,667,E 187TH ST,BRONX,NY,10458,800
Bronx,600961,Store,JAC,YASSIN MOHAMED W,A WORLD OF SPICE,2164,WESTCHESTER AVE,BRONX,NY,10462,1500
Bronx,607059,Store,JAC,NEW SEA WIN SEAFOOD CO INC,NEW SEA WIN SEAFOOD,216-218,W 231ST ST,BRONX,NY,10463,1500
Bronx,600951,Store,JAC,1489 FOOD CORP,FOODTOWN,1477-1489,WEST AVE,BRONX,NY,10462,5000
Bronx,607056,Store,JAC,26 KINGSBRIDGE FARM INC,26 KINGSBRIDGE FARM,26,W KINGSBRIDGE RD,BRONX,NY,10468,2000
Bronx,607075,Store,JAC,JAIJAIRAM JULIET,S&K WORLD OF SPICE,4404,WHITE PLAINS RD,BRONX,NY,10470,1100
Bronx,600955,Store,JAC,GARDEN MARKET GROCERY DELI INC,GARDEN MARKET GRCRY&DEL,393,BEDFORD PARK BLVD,BRONX,NY,10458,2000
Bronx,603129,Store,JAC,ELIA VITO,CROSBY AVENUE DELI,1715,CROSBY AVE,BRONX,NY,10461,2500
Bronx,603147,Store,JAC,2690 GROCERY CORP,2690 GROCERY,2690,3RD AVE,BRONX,NY,10454,4000
Bronx,607041,Store,JAC,EASTSIDE SUPERMARKET CORP,EASTSIDE SUPERMARKET,83,E 184TH ST,BRONX,NY,10468,3000
Bronx,607033,Store,JAC,CHO KYUWON,7-ELEVEN STORE 32116C,1590,HUTCHINSON RIVER PKWY,BRONX,NY,10461,3000
Bronx,607045,Store,JAC,DORKA GROCERY CORP,DORKA GROCERY STORE,963,TELLER AVE,BRONX,NY,10456,1000
Bronx,607102,Store,JACDHK,TEITEL REALTY CORP,TEITEL BROS WAREHOUSE,2359,ARTHUR AVE,BRONX,NY,10458,1000
Bronx,600992,Store,JABC,283 FOOD CORP,FOODTOWN 582,283,E 204TH ST,BRONX,NY,10467,20000
Bronx,607095,Store,JAC,MANGO GROCERY&MEAT MARKET CORP,MANGO GROCERY&MEAT,101,E 196TH ST,BRONX,NY,10468,2500
Bronx,607037,Store,JAC,SANTOS CLAUDIA,CLAUDIA DELI,1207,BEACH AVE,BRONX,NY,10472,400
Bronx,607020,Store,JAC,A&N FOOD ENTERPRISES INC,COMPARE FOOD MARKET,250,CYPRESS AVE,BRONX,NY,10454,3000
Bronx,607052,Store,JAC,VENTURA-ALCANTARA LEIDY,LEIDY DELI GROCERY,501,E 176TH ST,BRONX,NY,10457,1000
Bronx,607090,Store,JAC,1296 SHERIDAN DELI GROCERY CORP,1296 SHERIDAN DELI GRCR,1296,SHERIDAN AVE,BRONX,NY,10456,1500
Bronx,607115,Store,JABC,BRUCKNER GULF INC,BIG BRONX DELI,1419,BRUCKNER BLVD,BRONX,NY,10472,1000
Bronx,607535,Store,A,DOMESTIC TRADER INC,DOMESTIC TRADER,3480,E TREMONT AVE,BRONX,NY,10465,1000
Bronx,600968,Store,JABH,SAL&DOMS PASTRY SHOP INC,SAL&DOMS PASTRY SHOP,1108,ALLERTON AVE,BRONX,NY,10469,1200
Bronx,600931,Store,JAC,SMA DELI GROCERY CORP,CASA DORO DELICATESSEN,2487,EASTCHESTER RD,BRONX,NY,10469,1000
Bronx,600956,Store,JAC,S&Y GRACE CORP,S&Y GRACE,4018,BOSTON RD,BRONX,NY,10475,3500
Bronx,609156,Store,JAC,ALPHA DELI&GROCERY CORP,ALPHA DELI&GROCERY,1760,E 172ND ST,BRONX,NY,10472,800
Bronx,704223,Store,A,1300 CANDY & SNACKS INC,1300 CANDY & SNACKS,770,FAILE ST,BRONX,NY,10474,800
Bronx,607950,Store,JAC,S&P MINI MARKET CORP,S&P MINI MARKET,270,E 165TH ST,BRONX,NY,10456,1100
Bronx,607981,Store,JAC,GENAO BALBINO&MARGARITA,GENAO FOOD STORE,926,INTERVALE AVE,BRONX,NY,10459,800
Bronx,608454,Store,JAC,MORRIS PARK CHOCOLATE DIST INC,CHOCOLATE PLACE,839,MORRIS PARK AVE,BRONX,NY,10462,1200
Bronx,609146,Store,JAC,FRUITS PROD & GROC CORP,ASSOCIATED,1334,LOUIS NINE BLVD,BRONX,NY,10459,17500
Bronx,704371,Store,JAC,SANCHEZ JOSE H,HILARIO GROCERY,81,W 162ND STREET,BRONX,NY,10452,1800
Bronx,704275,Store,JAC,SHINING STAR DELI GROCERY CORP,SHINING STAR DELI GROCE,3489A,BOSTON RD,BRONX,NY,10469,1500
Bronx,609108,Store,A,DOLLAR EXPO LLC,DOLLAR EXPO,1750,JEROME AVE,BRONX,NY,10453,5000
Bronx,609098,Store,JAC,TEJEDA JUAN,FRESH FOOD DELI GROCERY,2179,WASHINGTON AVE,BRONX,NY,10457,891
Bronx,704300,Store,JAC,TOURAY MUHAMMED,BOSTON RD HALAL MEAT &,1458,BOSTON ROAD,BRONX,NY,10460,700
Bronx,609140,Store,JAC,ALEJANDRO GLORIA,MI JACALITO,591,CRESCENT AVE,BRONX,NY,10458,700
Bronx,609148,Store,JAC,125 W 165 ST GROCERY CORP,125 W 165 ST GROCERY,125,W 165TH ST,BRONX,NY,10452,1900
Bronx,704248,Store,JAC,19 W BRONX DELI GROCERY CORP,19 W BRONX DELI GROCERY,19,W 183RD ST,BRONX,NY,10453,1800
Bronx,608820,Store,JAC,JAMTAN AFRICAN AMERICAN MKT CORP,JAMTAN AFRICAN AMERICAN,1479,WESTCHESTER AVE,BRONX,NY,10472,1500
Bronx,704245,Store,JAC,7 ELEVEN INC,7 ELEVEN STORE #35887H,1764,UNIVERSITY AVE,BRONX,NY,10453,1200
Bronx,608453,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE #4169,3917,WHITE PLAINS RD,BRONX,NY,10466,10000
Bronx,608452,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE  #4274,2659,WEBSTER AVE,BRONX,NY,10458,6000
Bronx,609068,Store,JAC,LYDIG DELI&GROCERY INC,LYDIG DELI&GROCERY,750,LYDIG AVE,BRONX,NY,10462,1200
Bronx,719037,Store,JAC,DESHI FOOD MARKETS INC,DESHI FOOD MARKETS,1271,WHITE PLAINS RD,BRONX,NY,10472,0
Bronx,607955,Store,JAC,SABA QUALITY PLUS DELI INC,SABA QUALITY PLUS DELI,1183,CASTLE HILL AVE,BRONX,NY,10462,1400
Bronx,704098,Store,JAC,320 FAIR FARM FOOD CORP,FINE FARE,320,EAST GUN HILL ROAD,BRONX,NY,10467,3000
Bronx,609111,Store,JAC,3026 GOURMET DELI CORP,3026 GOURMET DELI,3026,BUHRE AVE,BRONX,NY,10461,1000
Bronx,609069,Store,JAC,REYES VICTORIANO,REYES MEXICAN DELI,998,LONGWOOD AVE #6,BRONX,NY,10459,1100
Bronx,704234,Store,JAC,J & L DELI FOOD CORP,J & L DELI FOOD,1131,HAVEMEYER,BRONX,NY,10462,1000
Bronx,704092,Store,JAC,BX METRO SUPERETTE CORP,BX METRO SUPERETTE,3504,FORT INDEPENDENCE ST,BRONX,NY,10463,0
Bronx,704134,Store,JAC,GERARD FOOD MARKET INC,GERARD FOOD MARKET,740,GERARD AVE,BRONX,NY,10451,1800
Bronx,719051,Store,A,CASTLE FRUITS & VEGETABLES INC,CASTLE FRUITS & VEGETAB,2167,CROSS BRONX EXPY #4,BRONX,NY,10462,900
Bronx,607946,Store,JAC,S WON PROVISIONS INC,S WON PROVISIONS,1054,SOUTHERN BLVD,BRONX,NY,10459,1300
Bronx,608464,Store,JAC,BEST H&H INC,BEST H&H,4368-4370,WHITE PLAINS RD #7D,BRONX,NY,10466,3000
Bronx,609135,Store,JAC,3052 VALENTINE GROCERY CORP,3052 VALENTINE GROCERY,3052,VALENTINE AVE,BRONX,NY,10458,500
Bronx,609124,Store,JAC,ALFA Y OMEGA FOOD CORP,COMPARE FOOD SUPERMARKE,82-84,W KINGSBRIDGE RD,BRONX,NY,10468,3000
Bronx,704399,Store,JABCK,OVEN ARTISANS INC,ORWASHERS,1187,E 156TH ST,BRONX,NY,10474,8000
Bronx,608705,Store,JAC,NUNEZ COUSINS GROCERY CORP,NUNEZ COUSINS GROCERY,1520,WATSON AVE,BRONX,NY,10472,1000
Bronx,609123,Store,JAC,PRIMAVERA DELI GROCERY CORP,PRIMAVERA DELI GROCERY,79,E BURNSIDE AVE,BRONX,NY,10453,1500
Bronx,719026,Store,A,FAMILY DOLLAR STORES,FAMILY DOLLAR STORE #11,415,SOUNDVIEW AVE,BRONX,NY,10473,8000
Bronx,609075,Store,JAC,WHITE PLAINS BUTCHER SHOP INC,WHITE PLAINS BUTCHER SH,4384,WHITE PLAINS RD,BRONX,NY,10466,1500
Bronx,704148,Store,A,240 VALENTINE DISCOUNT INC,240 VALENTINE DISCOUNT,240,E 204TH ST,BRONX,NY,10458,1000
Bronx,609076,Store,A,DUANE READE ET AL PTRS,MELROSE PHARMACY,666,COURTLANDT AVE,BRONX,NY,10451,0
Bronx,608451,Store,JAC,219 FISH MARKET INC,219 FISH MARKET,219,ST ANNS AVE,BRONX,NY,10454,900
Bronx,718581,Store,JAC,3485 DELI GROCERY CORP,3485 DELI GROCERY,3485,BOSTON ROAD,BRONX,NY,10469,0
Bronx,607979,Store,JAC,FOOD CHOICE NO 1 CORP,FOOD CHOICE NO 1,333,E 184TH ST,BRONX,NY,10458,1300
Bronx,704115,Store,A,VALUE DISCOUNT OF 237 INC,VALUE DISCOUNT,4366,WHITE PLAINS RD,BRONX,NY,10466,900
Bronx,719048,Store,JAC,NANFADIMA FOFANA,HADJA EXPRESS,305,EAST 166TH ST,BRONX,NY,10456,1
Bronx,704329,Store,JAC,MAYSAA FORDHAM DELI INC,MAYSAA FORDHAM DELI,164,E 188TH ST,BRONX,NY,10468,1200
Bronx,609095,Store,JAC,ANDRES FOOD CORP,ANDRES FOOD,237,E 194TH ST,BRONX,NY,10458,600
Bronx,609097,Store,JAC,2080 MEAT&PRODUCE CORP,COMPARE FOODS,2080,WHITE PLAINS RD,BRONX,NY,10462,6000
Bronx,609116,Store,JAC,LUPITAS MEXICAN GROCERY INC,LUPITAS MEXICAN GROCERY,9,E GUN HILL ROAD,BRONX,NY,10467,1000
Bronx,704200,Store,JAC,N H DELI & GROCERY CORP,N H DELI & GROCERY,901,E 217TH ST,BRONX,NY,10469,0
Bronx,704318,Store,JAC,KATONAH FAMILY DELI GROCERY CORP,KATONAH FAMILY DELI GRO,4293,KATONAH AVE,BRONX,NY,10470,1600
Bronx,704303,Store,JAC,G&G DELI GROCERY CORP,G&G DELI GROCERY,3429,THIRD AVENUE,BRONX,NY,10456,1100
Bronx,608434,Store,A,WEBSTER BARGAIN INC,WEBSTER BARGAIN,1971,WEBSTER AVE,BRONX,NY,10457,6500
Bronx,608468,Store,JAC,AS&O GROCERY DELI CORP,AS&O GROCERY DELI,2500,WHITE PLAINS RD,BRONX,NY,10467,1500
Bronx,608444,Store,JAC,1772 RANDALL AVE FOOD CORP,1772 RANDALL AVE FOOD,1772,RANDALL AVE,BRONX,NY,10473,1200
Bronx,609115,Store,JAC,WHITE PLAINS FOODS INC,WHITE PLAINS FOODS,3766,WHITE PLAINS RD,BRONX,NY,10467,1100
Bronx,704201,Store,JAC,DE LOS MILAGROS GROCERY CORP,DE LOS MILAGROS GROCERY,249,WILLIS AVE,BRONX,NY,10454,1500
Bronx,704146,Store,A,E&A MINI GROCERY CORP,E&A MINI GROCERY,1810,WHITE PLAINS RD,BRONX,NY,10462,900
Bronx,718452,Store,JAC,LA REYNA DE WESTCHESTER DELI GROC,LA REYNA DE WESTCHESTER,1218,WESTCHESTER AVE,BRONX,NY,10459,0
Bronx,608943,Store,JAC,PALMA NUEVA FOODS CORP,FOODTOWN SUPERMARKET,3471,BOSTON POST RD,BRONX,NY,10469,15000
Bronx,608547,Store,JAC,WHITE PLAINS MEGA DELI CORP,WHITE PLAINS MEGA DELI,4759,WHITE PLAINS RD,BRONX,NY,10470,1500
Bronx,608922,Store,JAC,126-MEAT CORP,FOODTOWN,126,FEATHERBED LANE,BRONX,NY,10452,16000
Bronx,608918,Store,A,TOUBA GENERAL DISCOUNT INC,99 CENTS USA,3045,3RD AVE,BRONX,NY,10455,2000
Bronx,705172,Store,JAC,YUN SUNG HAN,YUNS FRUIT MARKET,349,E 138TH ST,BRONX,NY,10454,1200
Bronx,608915,Store,JAC,SALCEDO GROCERY & DELI CORP,SALCEDO GROCERY & DELI,1318,LAFAYETTE AVE,BRONX,NY,10474,1500
Bronx,719153,Store,JAC,511 TRIANGLE SOUNDVIEW FOOD CORP,TRIANGLE SOUNDVIEW,511,SOUNDVIEW AVE,BRONX,NY,10473,1000
Bronx,608541,Store,JAC,QUICK HERO CITY DELI GROCERY INC,QUICK HERO CITY DELI GR,617,E FORDHAM RD,BRONX,NY,10458,0
Bronx,607867,Store,JAC,ALI TOWFIK SALEH,ALLERTON DELI GROCERY,801,ALLERTON AVE,BRONX,NY,10467,800
Bronx,608676,Store,JAC,MN GROCERY CORP,MN GROCERY,1725-1727,FULTON AVE,BRONX,NY,10457,600
Bronx,607865,Store,JAC,207 ALANTE ALANTE DELI GRCY CORP,ALANTE ALANTE DELI GRCY,207,MT HOPE PL,BRONX,NY,10457,1000
Bronx,705241,Store,JAC,EBB CONVENIENCE CORP,EBB CONVENIENCE,3968,WHITE PLAINS RD,BRONX,NY,10466,1200
Bronx,608909,Store,JAC,BUSY TOWN CORP,BUSY TOWN,1240-1242,CASTLE HILL AVE,BRONX,NY,10462,1800
Bronx,719156,Store,JAC,621 DELI CORP,621 DELI,621,E 169TH ST,BRONX,NY,10456,0
Bronx,608908,Store,JAC,NADAL 3 DELI CONVENIENCE INC,NADAL 3 DELI CONVNIENCE,888A,GRAND CONCOURSE,BRONX,NY,10451,1800
Bronx,608555,Store,A,DOLLAR HEAVEN & DISCOUNT STORE IN,DOLLAR HEAVEN & DISCOUT,1657,METROPOLITAN AVE,BRONX,NY,10462,4500
Bronx,608556,Store,A,S&S VENTURES INC,PRICE BUSTERS,340,E 204TH ST,BRONX,NY,10467,5000
Bronx,608548,Store,A,DISCOUNT DELI GROCERY INC,DISCOUNT DELI GROCERY,710,E 187TH ST,BRONX,NY,10458,950
